Deleted_ID
14342
10286
10287
10289
10294
10295
10296
10299
10301
10302
10303
10304
10306
10308
10309
10310
10312
10315
14413
10321
10323
10324
10328
10329
10332
10336
10338
10341
10346
10348
10349
10350
10352
10353
10356
10358
8312
10361
14458
10363
10364
10367
10373
12425
10378
8331
10387
10404
10409
10413
10415
10417
10418
10420
10421
10422
10429
10430
10431
10432
10433
10434
10435
10436
10437
10439
10443
10444
10445
10446
10447
10448
10450
10453
10456
10457
10458
10459
10467
8419
10470
10471
10472
10473
10477
10478
10479
10480
10482
10483
10484
10485
10487
8439
10488
10489
10491
10492
10493
10495
10496
10498
10499
10502
10505
10506
10508
10509
10515
10517
10518
10521
10523
10525
10527
10535
12584
10537
10539
10542
10543
10544
10545
10546
10548
10549
10551
10554
10557
10561
10562
10569
10570
10574
10576
10577
10578
14678
10583
10582
10588
10599
10607
10612
12661
10620
10622
10626
10628
10631
10634
10636
10638
10639
10640
10641
10642
10643
10644
10645
14739
10646
10649
10650
10653
10654
10655
10656
12706
10659
10660
10661
10662
10669
10670
10671
10672
10674
10675
10676
14773
10678
10679
14776
10682
10684
10686
10689
8642
10691
8646
10702
10713
10716
10718
10720
10721
10722
10723
10724
14821
10727
10730
10735
10737
10743
10752
10756
10758
10760
10762
10766
10767
10768
10769
14872
14874
10780
10783
10784
10785
10786
10788
10789
10793
10794
10802
10805
8760
10809
10810
10813
10820
10823
10824
10825
10828
10829
8781
10834
10836
6744
10841
10840
10843
10842
10847
10850
12908
10867
10889
14990
10897
10903
10904
10906
10908
10911
10912
10913
10918
10919
10921
10925
10927
10928
10929
10931
10933
10936
10937
10938
10939
10941
10942
10945
10948
10951
10953
10954
13003
10957
6863
10962
10965
10969
10970
10971
6876
10974
10977
10979
10980
10981
10982
10983
10984
10985
8941
10993
10998
6902
11001
11003
11004
11005
11007
11010
11011
11014
11016
11018
11020
11023
11027
11028
11030
11031
11032
11033
11035
11037
11039
11040
11041
11042
11043
11044
11045
11046
9000
11052
11054
11055
11056
11058
11059
11061
11062
11063
6968
11066
13122
11075
11076
11080
11084
11087
11088
11090
11091
11092
11093
11097
11104
11105
11110
11116
11124
7029
7030
11130
11132
11136
11137
11138
11142
11143
11144
11145
9097
11148
9101
11154
11159
11165
11167
11169
11171
11173
11174
11176
11180
11184
11188
11193
11198
11200
11208
13314
7187
13338
9280
13399
9336
9369
9432
7409
13586
13592
9526
9601
13717
13731
13737
13751
9679
13778
9789
13909
13965
11933
13986
13993
9908
9938
9953
14062
10002
7989
14140
12100
8073
14251
12210
14265
10186
10189
8154
