ID,Title,Current_WP_Type,Suggested_Type,Reason,Senior_Place_URL
,arbor-rose-senior-carearbor-rose-gallery-exterior-courtyard-1,Assisted Living Community,Assisted Living Facility,"Title suggests facility, currently Community",https://app.seniorplace.com/communities/show/6bd1d1e6-1ddf-4a8f-8cb3-549fd20ef4a3
